Generation,Timeline (ignore),Parental(ignore),ID,Treatment,# of Seeds ,Weight_200_seeds (mg),Weight_total (mg),Weight_1seed,Num_seeds
S1,148,D,1125,wet,,,,#DIV/0!,#DIV/0!
S1,148,D,1125,dry,172,4.083,35.525,0.02373837209,1496.522165
S1,152,W,1126,wet,,,,#DIV/0!,#DIV/0!
S1,152,W,1126,dry,,,,#DIV/0!,#DIV/0!
S1,152,W,1127,wet,,,,#DIV/0!,#DIV/0!
S1,152,W,1127,dry,,,,#DIV/0!,#DIV/0!
S1,152,W,1128,wet,,,,#DIV/0!,#DIV/0!
S1,152,W,1128,dry,,,,#DIV/0!,#DIV/0!
S1,152,D,1129,wet,,,,#DIV/0!,#DIV/0!
S1,152,D,1129,dry,,,,#DIV/0!,#DIV/0!
S1,152,D,1130,wet,,,,#DIV/0!,#DIV/0!
S1,152,D,1130,dry,,,,#DIV/0!,#DIV/0!
S1,152,D,1131,wet,,,,#DIV/0!,#DIV/0!
S1,152,D,1131,dry,181,4.469,57.277,0.02469060773,2319.788991
S1,153,W,1132,wet,,,,#DIV/0!,#DIV/0!
S1,153,W,1132,dry,200,4.298,37.709,0.02149,1754.723127
S1,153,W,1133,wet,,,,#DIV/0!,#DIV/0!
S1,153,W,1133,dry,186,4.301,29.999,0.02312365591,1297.329458
S1,153,W,1134,wet,200,3.585,22.396,0.017925,1249.428173
S1,153,W,1134,dry,210,4.923,38.455,0.02344285714,1640.371725
S1,153,D,1135,wet,,,,#DIV/0!,#DIV/0!
S1,153,D,1135,dry,202,4.051,33.162,0.02005445545,1653.59763
S1,153,D,1136,wet,,,,#DIV/0!,#DIV/0!
S1,153,D,1136,dry,,,,#DIV/0!,#DIV/0!
S1,153,D,1137,wet,191,3.889,30.261,0.02036125654,1486.204937
S1,153,D,1137,dry,189,4.019,25.123,0.02126455026,1181.449863
S1,154,W,1138,wet,209,5.505,44.161,0.02633971292,1676.593824
S1,154,W,1138,dry,,,,#DIV/0!,#DIV/0!
S1,154,W,1139,wet,192,5.231,40.762,0.02724479167,1496.13917
S1,154,W,1139,dry,,,,#DIV/0!,#DIV/0!
S1,154,W,1140,wet,191,3.903,32.021,0.02043455497,1567.002562
S1,154,W,1140,dry,,,,#DIV/0!,#DIV/0!
S1,154,D,1141,wet,,,,#DIV/0!,#DIV/0!
S1,154,D,1141,dry,,,,#DIV/0!,#DIV/0!
S1,154,D,1142,wet,192,4.866,38.256,0.02534375,1509.484587
S1,154,D,1142,dry,,,,#DIV/0!,#DIV/0!
S1,154,D,1143,wet,,,,#DIV/0!,#DIV/0!
S1,154,D,1143,dry,,,,#DIV/0!,#DIV/0!
S1,155,W,1144,wet,,,,#DIV/0!,#DIV/0!
S1,155,W,1144,dry,217,6.221,44.624,0.02866820276,1556.567754
S1,155,W,1145,wet,209,6.129,52.471,0.02932535885,1789.270517
S1,155,W,1145,dry,,,,#DIV/0!,#DIV/0!
S1,155,W,1146,wet,,,,#DIV/0!,#DIV/0!
S1,155,W,1146,dry,209,5.945,45.858,0.02844497608,1612.165181
S1,155,D,1147,wet,,,,#DIV/0!,#DIV/0!
S1,155,D,1147,dry,205,5.983,33.408,0.02918536585,1144.683269
S1,155,D,1148,wet,179,3.849,26.106,0.0215027933,1214.074825
S1,155,D,1148,dry,203,5.269,51.236,0.02595566502,1973.981401
S1,155,D,1149,wet,190,3.140,35.564,0.01652631579,2151.961783
S1,155,D,1149,dry,184,5.574,21.903,0.03029347826,723.0269107
S1,164,W,1150,wet,217,4.622,36.43,0.02129953917,1710.365643
S1,164,W,1150,dry,171,4.883,38.163,0.02855555556,1336.447471
S1,164,W,1151,wet,223,3.836,30.553,0.01720179372,1776.151981
S1,164,W,1151,dry,209,5.271,48.658,0.02522009569,1929.334472
S1,164,W,1152,wet,,,,#DIV/0!,#DIV/0!
S1,164,W,1152,dry,193,6.463,30.219,0.03348704663,902.4086338
S1,164,D,1153,wet,,,,#DIV/0!,#DIV/0!
S1,164,D,1153,dry,192,5.925,48.352,0.030859375,1566.84962
S1,164,D,1154,wet,186,4.737,41.454,0.02546774194,1627.706143
S1,164,D,1154,dry,200,5.614,43.049,0.02807,1533.63021
S1,164,D,1155,wet,199,4.782,59.078,0.02403015075,2458.494772
S1,164,D,1155,dry,,,,#DIV/0!,#DIV/0!
S1,166,W,1156,wet,200,3.709,28.243,0.018545,1522.94419
S1,166,W,1156,dry,,,,#DIV/0!,#DIV/0!
S1,166,W,1157,wet,210,4.563,32.461,0.02172857143,1493.931624
S1,166,W,1157,dry,,,,#DIV/0!,#DIV/0!
S1,166,W,1158,wet,,,,#DIV/0!,#DIV/0!
S1,166,W,1158,dry,185,5.701,50.414,0.03081621622,1635.95685
S1,166,D,1159,wet,,,,#DIV/0!,#DIV/0!
S1,166,D,1159,dry,193,5.177,44.782,0.0268238342,1669.485416
S1,166,D,1160,wet,212,5.362,48.776,0.02529245283,1928.480418
S1,166,D,1160,dry,181,4.272,44.387,0.02360220994,1880.628979
S1,166,D,1161,wet,194,4.183,46.230,0.02156185567,2144.064069
S1,166,D,1161,dry,217,6.812,59.339,0.03139170507,1890.276424
S1,167,W,1162,wet,186,3.981,42.874,0.02140322581,2003.155991
S1,167,W,1162,dry,184,5.088,45.253,0.02765217391,1636.507862
S1,167,W,1163,wet,,,,#DIV/0!,#DIV/0!
S1,167,W,1163,dry,228,5.572,38.578,0.02443859649,1578.568557
S1,167,W,1164,wet,,,,#DIV/0!,#DIV/0!
S1,167,W,1164,dry,222,5.513,44.046,0.02483333333,1773.66443
S1,167,D,1165,wet,196,4.066,40.863,0.02074489796,1969.785539
S1,167,D,1165,dry,219,4.776,28.993,0.02180821918,1329.452889
S1,167,D,1166,wet,,,,#DIV/0!,#DIV/0!
S1,167,D,1166,dry,185,5.291,45.788,0.0286,1600.979021
S1,167,D,1167,wet,,,,#DIV/0!,#DIV/0!
S1,167,D,1167,dry,200,5.22,33.719,0.0261,1291.915709
S1,170,W,1168,wet,201,4.523,37.095,0.02250248756,1648.484413
S1,170,W,1168,dry,212,5.926,35.990,0.02795283019,1287.526156
S1,170,W,1169,wet,,,,#DIV/0!,#DIV/0!
S1,170,W,1169,dry,,,,#DIV/0!,#DIV/0!
S1,170,W,1170,wet,200,4.725,48.337,0.023625,2046.010582
S1,170,W,1170,dry,188,5.575,57.360,0.02965425532,1934.292377
S1,170,D,1171,wet,200,5.425,24.243,0.027125,893.7511521
S1,170,D,1171,dry,,,,#DIV/0!,#DIV/0!
S1,170,D,1172,wet,217,5.269,33.735,0.02428110599,1389.351869
S1,170,D,1172,dry,188,5.756,37.958,0.03061702128,1239.767894
S1,170,D,1173,wet,185,5.125,39.336,0.0277027027,1419.933659
S1,170,D,1173,dry,177,3.935,39.123,0.02223163842,1759.789327
S1,172,W,1174,wet,,,,#DIV/0!,#DIV/0!
S1,172,W,1174,dry,,,,#DIV/0!,#DIV/0!
S1,172,W,1175,wet,209,3.735,30.119,0.0178708134,1685.373762
S1,172,W,1175,dry,200,4.738,32.095,0.02369,1354.791051
S1,172,W,1176,wet,,,,#DIV/0!,#DIV/0!
S1,172,W,1176,dry,,,,#DIV/0!,#DIV/0!
S1,172,D,1177,wet,212,4.341,27.521,0.02047641509,1344.034094
S1,172,D,1177,dry,213,5.661,38.299,0.02657746479,1441.032856
S1,172,D,1178,wet,199,3.954,25.711,0.01986934673,1294.003288
S1,172,D,1178,dry,197,5.04,34.401,0.02558375635,1344.642262
S1,172,D,1179,wet,212,4.985,40.499,0.02351415094,1722.324574
S1,172,D,1179,dry,215,5.285,36.408,0.02458139535,1481.120151
S1,342,W,1180,wet,,,,#DIV/0!,#DIV/0!
S1,342,W,1180,dry,,,,#DIV/0!,#DIV/0!
S1,342,W,1181,wet,,,,#DIV/0!,#DIV/0!
S1,342,W,1181,dry,,,,#DIV/0!,#DIV/0!
S1,342,W,1182,wet,,,,#DIV/0!,#DIV/0!
S1,342,W,1182,dry,,,,#DIV/0!,#DIV/0!
S1,342,D,1183,wet,218,4.522,37.263,0.02074311927,1796.402919
S1,342,D,1183,dry,173,5.121,57.928,0.02960115607,1956.950596
S1,342,D,1184,wet,209,4.812,46.872,0.02302392344,2035.795511
S1,342,D,1184,dry,185,5.844,53.191,0.03158918919,1683.835558
S1,342,D,1185,wet,193,4.402,53.092,0.02280829016,2327.750114
S1,342,D,1185,dry,180,5.262,51.209,0.02923333333,1751.733181
S1,343,W,1186,wet,229,5.588,58.952,0.02440174672,2415.892627
S1,343,W,1186,dry,208,5.324,61.227,0.02559615385,2392.039068
S1,343,W,1187,wet,,,,#DIV/0!,#DIV/0!
S1,343,W,1187,dry,,,,#DIV/0!,#DIV/0!
S1,343,W,1188,wet,213,5.073,47.629,0.02381690141,1999.798344
S1,343,W,1188,dry,,,,#DIV/0!,#DIV/0!
S1,343,D,1189,wet,,,,#DIV/0!,#DIV/0!
S1,343,D,1189,dry,188,5.228,43.165,0.02780851064,1552.222647
S1,343,D,1190,wet,201,4.668,39.634,0.0232238806,1706.605398
S1,343,D,1190,dry,183,3.615,31.567,0.01975409836,1597.99751
S1,343,D,1191,wet,,,,#DIV/0!,#DIV/0!
S1,343,D,1191,dry,199,6.141,47.422,0.03085929648,1536.716821
S1,344,W,1192,wet,,,,#DIV/0!,#DIV/0!
S1,344,W,1192,dry,,,,#DIV/0!,#DIV/0!
S1,344,W,1193,wet,,,,#DIV/0!,#DIV/0!
S1,344,W,1193,dry,184,4.865,42.605,0.02644021739,1611.371017
S1,344,W,1194,wet,176,4.084,43.889,0.02320454545,1891.39667
S1,344,W,1194,dry,,,,#DIV/0!,#DIV/0!
S1,344,D,1195,wet,,,,#DIV/0!,#DIV/0!
S1,344,D,1195,dry,198,6.271,63.757,0.03167171717,2013.057886
S1,344,D,1196,wet,205,4.449,52.871,0.02170243902,2436.177793
S1,344,D,1196,dry,207,5.265,51.798,0.02543478261,2036.502564
S1,344,D,1197,wet,202,5.046,59.361,0.02498019802,2376.322235
S1,344,D,1197,dry,,,,#DIV/0!,#DIV/0!
S1,345,W,1198,wet,213,4.696,58.091,0.02204694836,2634.877129
S1,345,W,1198,dry,200,4.97,47.579,0.02485,1914.647887
S1,345,W,1199,wet,,,,#DIV/0!,#DIV/0!
S1,345,W,1199,dry,,,,#DIV/0!,#DIV/0!
S1,345,W,1200,wet,232,5.659,54.193,0.02439224138,2221.731048
S1,345,W,1200,dry,,,,#DIV/0!,#DIV/0!
S1,345,D,1201,wet,,,,#DIV/0!,#DIV/0!
S1,345,D,1201,dry,,,,#DIV/0!,#DIV/0!
S1,345,D,1202,wet,181,4.001,6.937,0.02210497238,313.8207948
S1,345,D,1202,dry,183,5.036,8.738,0.02751912568,317.5246227
S1,345,D,1203,wet,,,,#DIV/0!,#DIV/0!
S1,345,D,1203,dry,200,5.629,58.839,0.028145,2090.566708
S1,349,W,1204,wet,188,4.189,40.931,0.02228191489,1836.960611
S1,349,W,1204,dry,,,,#DIV/0!,#DIV/0!
S1,349,W,1205,wet,214,4.211,40.619,0.01967757009,2064.228449
S1,349,W,1205,dry,197,6.535,34.211,0.03317258883,1031.30329
S1,349,W,1206,wet,233,5.417,52.488,0.02324892704,2257.652575
S1,349,W,1206,dry,214,5.578,58.305,0.02606542056,2236.871639
S1,349,D,1207,wet,,,,#DIV/0!,#DIV/0!
S1,349,D,1207,dry,200,4.78,53.604,0.0239,2242.845188
S1,349,D,1208,wet,,,,#DIV/0!,#DIV/0!
S1,349,D,1208,dry,211,6.003,47.798,0.02845023697,1680.056305
S1,349,D,1209,wet,220,4.718,42.744,0.02144545455,1993.14964
S1,349,D,1209,dry,217,5.669,58.946,0.02612442396,2256.355971
S1,371,W,1210,wet,182,4.428,32.275,0.02432967033,1326.569557
S1,371,W,1210,dry,,,,#DIV/0!,#DIV/0!
S1,371,W,1211,wet,,,,#DIV/0!,#DIV/0!
S1,371,W,1211,dry,206,5.338,45.143,0.02591262136,1742.124016
S1,371,W,1212,wet,190,4.099,26.253,0.02157368421,1216.899244
S1,371,W,1212,dry,200,4.195,32.431,0.020975,1546.174017
S1,371,D,1213,wet,,,,#DIV/0!,#DIV/0!
S1,371,D,1213,dry,199,6.607,36.709,0.03320100503,1105.659301
S1,371,D,1214,wet,,,,#DIV/0!,#DIV/0!
S1,371,D,1214,dry,,,,#DIV/0!,#DIV/0!
S1,371,D,1215,wet,200,4.753,33.241,0.023765,1398.737639
S1,371,D,1215,dry,,,,#DIV/0!,#DIV/0!
S1,372,W,1216,wet,200,4.527,32.296,0.022635,1426.816877
S1,372,W,1216,dry,,,,#DIV/0!,#DIV/0!
S1,372,W,1217,wet,200,5.199,46.407,0.025995,1785.227928
S1,372,W,1217,dry,197,4.753,26.874,0.02412690355,1113.860299
S1,372,W,1218,wet,,,,#DIV/0!,#DIV/0!
S1,372,W,1218,dry,,,,#DIV/0!,#DIV/0!
S1,372,D,1219,wet,192,4.899,37.377,0.025515625,1464.867116
S1,372,D,1219,dry,217,5.726,42.161,0.02638709677,1597.788509
S1,372,D,1220,wet,,,,#DIV/0!,#DIV/0!
S1,372,D,1220,dry,,,,#DIV/0!,#DIV/0!
S1,372,D,1221,wet,,,,#DIV/0!,#DIV/0!
S1,372,D,1221,dry,,,,#DIV/0!,#DIV/0!
S1,373,W,1222,wet,,,,#DIV/0!,#DIV/0!
S1,373,W,1222,dry,,,,#DIV/0!,#DIV/0!
S1,373,W,1223,wet,,,,#DIV/0!,#DIV/0!
S1,373,W,1223,dry,,,,#DIV/0!,#DIV/0!
S1,373,W,1224,wet,,,,#DIV/0!,#DIV/0!
S1,373,W,1224,dry,212,6.034,48.639,0.02846226415,1708.894266
S1,373,D,1225,wet,,,,#DIV/0!,#DIV/0!
S1,373,D,1225,dry,197,4.3665,34.476,0.02216497462,1555.427001
S1,373,D,1226,wet,,,,#DIV/0!,#DIV/0!
S1,373,D,1226,dry,,,,#DIV/0!,#DIV/0!
S1,373,D,1227,wet,,,,#DIV/0!,#DIV/0!
S1,373,D,1227,dry,,,,#DIV/0!,#DIV/0!
S1,374,W,1228,wet,188,5.386,21.646,0.02864893617,755.5603416
S1,374,W,1228,dry,197,4.637,50.939,0.02353807107,2164.111063
S1,374,W,1229,wet,206,5.008,53.915,0.02431067961,2217.749601
S1,374,W,1229,dry,,,,#DIV/0!,#DIV/0!
S1,374,W,1230,wet,,,,#DIV/0!,#DIV/0!
S1,374,W,1230,dry,,,,#DIV/0!,#DIV/0!
S1,374,D,1231,wet,,,,#DIV/0!,#DIV/0!
S1,374,D,1231,dry,,,,#DIV/0!,#DIV/0!
S1,374,D,1232,wet,200,5.578,54.276,0.02789,1946.073862
S1,374,D,1232,dry,,,,#DIV/0!,#DIV/0!
S1,374,D,1233,wet,,,,#DIV/0!,#DIV/0!
S1,374,D,1233,dry,,,,#DIV/0!,#DIV/0!
S1,375,W,1234,wet,183,4.157,39.952,0.02271584699,1758.772191
S1,375,W,1234,dry,,,,#DIV/0!,#DIV/0!
S1,375,W,1235,wet,,,,#DIV/0!,#DIV/0!
S1,375,W,1235,dry,169,5.511,35.963,0.03260946746,1102.839231
S1,375,W,1236,wet,,,,#DIV/0!,#DIV/0!
S1,375,W,1236,dry,,,,#DIV/0!,#DIV/0!
S1,375,D,1237,wet,,,,#DIV/0!,#DIV/0!
S1,375,D,1237,dry,198,5.231,41.501,0.02641919192,1570.865609
S1,375,D,1238,wet,,,,#DIV/0!,#DIV/0!
S1,375,D,1238,dry,200,5.908,52.546,0.02954,1778.808395
S1,375,D,1239,wet,,,,#DIV/0!,#DIV/0!
S1,375,D,1239,dry,,,,#DIV/0!,#DIV/0!