Treatment,ID,Tray,Placement,Flowering_date,avg_germ,FT,Sow_date,FD,days_to_germ
Wet,2486,25,7,Nov-4,Aug-23,73,Aug-15,81,8.333333333
Wet,2489,18,11,Nov-27,Aug-23,96,Aug-15,104,8.333333333
Wet,2492,9,2,Nov-1,Aug-24,69,Aug-15,78,9
Wet,2495,1,4,Oct-25,Aug-22,64,Aug-15,71,7.666666667
Wet,2498,25,13,Nov-20,Aug-25,87,Aug-15,97,10.66666667
Wet,2501,2,16,Nov-20,Aug-26,86,Aug-15,97,11
Wet,2504,16,1,Oct-30,Aug-24,67,Aug-15,76,9.666666667
Wet,2507,8,10,Oct-30,Aug-28,63,Aug-15,76,13.33333333
Wet,2510,23,11,Nov-4,Aug-26,70,Aug-15,81,11.66666667
Wet,2513,5,8,Nov-10,Aug-28,74,Aug-15,87,13
Wet,2516,27,10,Oct-25,Aug-22,64,Aug-15,71,7.333333333
Wet,2519,27,2,Nov-4,Aug-23,73,Aug-15,81,8.5
Wet,2522,2,11,Nov-2,Aug-24,70,Aug-15,79,9.333333333
Wet,2525,23,16,Nov-9,Aug-24,77,Aug-15,86,9.333333333
Wet,2528,3,14,Nov-8,Aug-25,75,Aug-15,85,10
Wet,2531,10,6,Nov-17,Aug-25,84,Aug-15,94,10.66666667
Wet,2534,2,3,Nov-1,Aug-27,66,Aug-15,78,12.66666667
Wet,2537,24,16,Nov-17,Sep-2,76,Aug-15,94,18.5
Wet,2540,6,9,Oct-31,Aug-26,66,Aug-15,77,11
Wet,2543,19,15,Oct-31,Aug-24,68,Aug-15,77,9
Wet,2546,19,7,Oct-27,Aug-24,64,Aug-15,73,9
Wet,2549,18,18,Nov-4,Aug-23,73,Aug-15,81,8.666666667
Wet,2552,11,14,Oct-27,Aug-24,64,Aug-15,73,9
Wet,2555,14,1,Nov-4,Aug-24,72,Aug-15,81,9
Wet,2558,9,16,Oct-28,Aug-25,64,Aug-15,74,10.33333333
Wet,2561,9,14,Oct-25,Aug-23,63,Aug-15,71,8.666666667
Wet,2564,3,10,Oct-19,Aug-23,57,Aug-15,65,8.333333333
Wet,2567,13,1,Oct-23,Aug-24,60,Aug-15,69,9.333333333
Wet,2570,2,13,Oct-28,Aug-22,67,Aug-15,74,7.666666667
Wet,2573,2,10,Oct-29,Aug-25,65,Aug-15,75,10.66666667
Wet,2576,17,4,Nov-2,Aug-22,72,Aug-15,79,7.333333333
Wet,2579,19,16,Oct-28,Aug-21,68,Aug-15,74,6.666666667
Wet,2582,20,13,Oct-29,Aug-22,68,Aug-15,75,7
Wet,2585,21,11,Oct-27,Aug-22,66,Aug-15,73,7.333333333
Wet,2588,17,13,Oct-23,Aug-21,63,Aug-15,69,6.666666667
Wet,2591,13,14,Nov-7,Aug-24,75,Aug-15,84,9
Wet,2594,18,1,Oct-30,Aug-21,70,Aug-15,76,6.666666667
Wet,2597,11,15,Nov-1,Aug-22,71,Aug-15,78,7.5
Wet,2600,13,3,Oct-23,Aug-22,62,Aug-15,69,7.333333333
Wet,2603,27,8,Nov-9,Aug-23,78,Aug-15,86,8
Wet,2606,22,16,Oct-23,Aug-22,62,Aug-15,69,7.333333333
Wet,2609,25,9,Oct-20,Aug-23,58,Aug-15,66,8.333333333
Wet,2612,11,9,Oct-29,Aug-23,67,Aug-15,75,8.666666667
Wet,2615,18,17,Oct-28,Aug-22,67,Aug-15,74,7.333333333
Wet,2618,16,6,Nov-11,Aug-22,81,Aug-15,88,7
Wet,2621,3,6,Oct-21,Aug-22,60,Aug-15,67,7.333333333
Wet,2624,13,6,Oct-25,Aug-21,65,Aug-15,71,6.666666667
Wet,2627,18,10,Oct-26,Aug-22,65,Aug-15,72,7
Wet,2630,14,15,Nov-3,Aug-22,73,Aug-15,80,7
Wet,2633,25,1,Nov-7,Aug-22,77,Aug-15,84,7.333333333
Wet,2636,6,2,Oct-29,Aug-24,66,Aug-15,75,9
Wet,2639,6,5,Nov-9,Aug-22,79,Aug-15,86,7
Wet,2642,13,9,Nov-9,Aug-22,79,Aug-15,86,7.333333333
Wet,2645,17,2,Nov-1,Aug-22,71,Aug-15,78,7.333333333
Wet,2648,24,8,Nov-1,Aug-21,72,Aug-15,78,6.666666667
Wet,2651,7,1,,#DIV/0!,#DIV/0!,Aug-15,May-15,#DIV/0!
Wet,2654,16,10,,#DIV/0!,#DIV/0!,Aug-15,May-15,#DIV/0!
Wet,2657,1,16,,#DIV/0!,#DIV/0!,Aug-15,May-15,#DIV/0!
Wet,2660,9,4,Nov-9,Aug-22,79,Aug-15,86,7
Wet,2663,22,18,Nov-23,Aug-22,93,Aug-15,100,7.666666667
Wet,2666,6,12,Oct-30,Aug-22,69,Aug-15,76,7.666666667
Wet,2669,12,9,Nov-4,Aug-22,74,Aug-15,81,7.666666667
Wet,2672,12,18,Nov-6,Aug-24,74,Aug-15,83,9
Wet,2675,5,5,Nov-20,Aug-22,90,Aug-15,97,7
Wet,2678,6,6,Oct-30,Aug-22,69,Aug-15,76,7.666666667
Wet,2681,20,17,,#DIV/0!,#DIV/0!,Aug-15,May-15,#DIV/0!
Wet,2684,16,16,,#DIV/0!,#DIV/0!,Aug-15,May-15,#DIV/0!
Wet,2687,7,2,,#DIV/0!,#DIV/0!,Aug-15,May-15,#DIV/0!
Wet,2690,25,12,Oct-31,Aug-22,70,Aug-15,77,7.333333333
Wet,2693,12,12,,#DIV/0!,#DIV/0!,Aug-15,May-15,#DIV/0!
Wet,2696,6,4,Nov 18,Aug-22,88,Aug-15,95,7.333333333
Wet,2699,18,2,Nov-12,Aug-22,82,Aug-15,89,7
Wet,2702,3,7,Nov-14,Aug-23,83,Aug-15,91,8.666666667
Wet,2705,5,12,Nov-2,Aug-23,71,Aug-15,79,8
Wet,2708,18,12,Oct-24,Aug-23,62,Aug-15,70,8.666666667
Wet,2711,19,6,,#DIV/0!,#DIV/0!,Aug-15,May-15,#DIV/0!
Wet,2714,22,2,Oct-23,Aug-27,57,Aug-15,69,12.66666667
Wet,2717,19,18,Nov-19,Aug-25,86,Aug-15,96,10.33333333
Wet,2720,14,8,Nov-5,Aug-28,69,Aug-15,82,13.5
Wet,2723,11,12,Nov-5,Aug-29,68,Aug-15,82,14
Wet,2726,20,2,Oct-20,Aug-27,54,Aug-15,66,12.33333333
Wet,2729,22,8,Oct-31,Aug-30,62,Aug-15,77,15.33333333
Wet,2732,9,3,Oct-30,Aug-30,61,Aug-15,76,15
Wet,2735,2,7,Oct-29,Sep-1,58,Aug-15,75,17.66666667
Wet,2738,1,12,Nov-13,Aug-24,81,Aug-15,90,9.333333333
Wet,2741,4,16,Oct-27,Sep-4,53,Aug-15,73,20
Wet,2744,6,17,Nov-20,Aug-27,85,Aug-15,97,12
Wet,2747,5,1,Nov-2,Aug-27,67,Aug-15,79,12.66666667
Wet,2750,16,3,,Aug-27,May-3,Aug-15,May-15,12
Wet,2753,14,6,Nov-17,Sep-2,76,Aug-15,94,18.5
Wet,2756,6,10,Dec-10,Aug-23,109,Aug-15,117,8.666666667
Wet,2759,23,7,Dec-7,Aug-24,105,Aug-15,114,9
Wet,2762,7,8,Nov-17,Aug-24,85,Aug-15,94,9.333333333
Wet,2765,7,18,Nov-4,Aug-24,72,Aug-15,81,9.333333333
Wet,2768,11,13,Nov-2,Aug-23,71,Aug-15,79,8.333333333
Wet,2771,15,10,Nov-2,Aug-23,71,Aug-15,79,8
Wet,2774,14,12,Nov-27,Aug-28,91,Aug-15,104,13.5
Wet,2777,20,7,Nov-4,Aug-26,70,Aug-15,81,11.33333333
Wet,2780,17,18,Oct-19,Aug-23,57,Aug-15,65,8
Wet,2783,5,2,Nov-2,Aug-23,71,Aug-15,79,8.666666667
Wet,2786,23,12,Oct-28,Aug-23,66,Aug-15,74,8.666666667
Wet,2789,4,4,Oct-30,Aug-23,68,Aug-15,76,8.333333333
Wet,2792,26,8,Oct-20,Aug-26,55,Aug-15,66,11
Wet,2795,21,4,Oct-19,Aug-24,56,Aug-15,65,9
Wet,2798,7,10,Oct-18,Aug-25,54,Aug-15,64,10
Wet,2801,19,14,Oct-14,Aug-24,51,Aug-15,60,9.333333333
Wet,2804,10,1,Oct-22,Aug-25,58,Aug-15,68,10
Wet,2807,21,7,Oct-25,Aug-25,61,Aug-15,71,10.33333333
Wet,2810,26,4,Dec-3,Aug-27,98,Aug-15,110,12.66666667
Wet,2813,20,6,Nov-2,Aug-30,64,Aug-15,79,15.33333333
Wet,2816,2,14,Oct-26,Aug-28,59,Aug-15,72,13
Wet,2819,13,13,Nov-1,Aug30,63,Aug-15,78,15
Wet,2822,23,10,Oct-30,Aug-30,61,Aug-15,76,15
Wet,2825,24,7,Oct-20,Aug-25,56,Aug-15,66,10
Wet,2828,22,6,,#DIV/0!,#DIV/0!,Aug-15,May-15,#DIV/0!
Wet,2831,21,5,Oct-20,Aug-23,58,Aug-15,66,8.666666667
Wet,2834,12,4,Oct-16,Aug-23,54,Aug-15,62,8.333333333
Wet,2837,11,1,Oct-14,Aug-23,52,Aug-15,60,8
Wet,2840,24,18,,#DIV/0!,#DIV/0!,Aug-15,May-15,#DIV/0!
Wet,2843,8,13,Oct-23,Aug-23,61,Aug-15,69,8
Wet,2846,26,14,,#DIV/0!,#DIV/0!,Aug-15,May-15,#DIV/0!
Wet,2849,23,14,Oct-22,Aug-24,59,Aug-15,68,9.333333333
Wet,2852,15,9,Oct-24,Aug-23,62,Aug-15,70,8
Wet,2855,3,15,Oct-24,Aug-23,62,Aug-15,70,8.666666667
Wet,2858,18,13,,#DIV/0!,#DIV/0!,Aug-15,May-15,#DIV/0!
Wet,2861,14,2,,#DIV/0!,#DIV/0!,Aug-15,May-15,#DIV/0!
Wet,2864,21,14,Oct-20,Aug-23,58,Aug-15,66,8
Wet,2867,1,15,Oct-22,Aug-23,60,Aug-15,68,8.666666667
Wet,2870,2,2,Oct-18,Aug-23,56,Aug-15,64,8
Wet,2873,16,14,Oct-18,Aug-23,56,Aug-15,64,8.333333333
Wet,2876,17,1,Oct-26,Aug-22,65,Aug-15,72,7.666666667
Wet,2879,15,5,Oct-26,Aug-23,64,Aug-15,72,8.333333333
Wet,2882,5,14,Oct-22,Aug-23,60,Aug-15,68,8.333333333
Wet,2885,12,11,Nov-2,Aug-22,72,Aug-15,79,7.666666667
Wet,2888,8,15,Nov-1,Aug-23,70,Aug-15,78,8
Wet,2891,20,8,Nov-4,Aug-22,74,Aug-15,81,7.666666667
Wet,2894,8,6,Nov-3,Aug-23,72,Aug-15,80,8.333333333
Wet,2897,25,11,Nov-5,Aug-23,74,Aug-15,82,8.666666667
Wet,2900,27,9,Oct-15,Aug-24,52,Aug-15,61,9
Wet,2903,25,15,Oct-13,Aug-23,51,Aug-15,59,8.666666667
Wet,2906,12,16,Oct-15,Aug-24,52,Aug-15,61,9
Wet,2909,22,3,Oct-22,Aug-25,58,Aug-15,68,10
Wet,2912,12,5,Oct-17,Aug-23,55,Aug-15,63,8.666666667
Wet,2915,19,2,Oct-15,Aug-24,52,Aug-15,61,9.333333333
Wet,2918,25,17,Oct-20,Aug-26,55,Aug-15,66,11
Wet,2921,7,14,Oct-17,Aug-27,51,Aug-15,63,12.33333333
Wet,2924,4,18,,#DIV/0!,#DIV/0!,Aug-15,May-15,#DIV/0!
Wet,2927,18,3,Oct-16,Aug-24,53,Aug-15,62,9.333333333
Wet,2930,14,10,Oct-23,Aug-27,57,Aug-15,69,12
Wet,2933,15,6,Oct-22,Aug-26,57,Aug-15,68,11.33333333
Wet,2936,17,8,Oct-12,Aug-23,50,Aug-15,58,8.666666667
Wet,2939,22,9,Oct-15,Aug-23,53,Aug-15,61,8.666666667
Wet,2942,18,7,Oct-20,Aug-24,57,Aug-15,66,9.333333333
Wet,2945,23,6,Oct-23,Aug-23,61,Aug-15,69,8
Wet,2948,3,12,Oct-22,Aug-26,57,Aug-15,68,11.66666667
Wet,2951,27,1,Oct-21,Aug-24,58,Aug-15,67,9
Wet,2954,24,12,Oct-18,Aug-23,56,Aug-15,64,8
Wet,2957,10,4,Oct-24,Aug-23,62,Aug-15,70,8.333333333
Wet,2960,4,10,Oct-23,Aug-23,61,Aug-15,69,8
Wet,2963,7,16,Oct-14,Aug-22,53,Aug-15,60,7.666666667
Wet,2966,11,18,Oct-22,Aug-23,60,Aug-15,68,8
Wet,2969,21,2,Oct-18,Aug-22,57,Aug-15,64,7.666666667
Wet,2972,19,3,Oct-24,Aug-24,61,Aug-15,70,9.5
Wet,2975,5,4,Oct-23,Aug-25,59,Aug-15,69,10.66666667
Wet,2978,2,4,Oct-30,Aug-25,66,Aug-15,76,10.66666667
Wet,2981,16,18,Oct-29,Aug-26,64,Aug-15,75,11
Wet,2984,6,11,Oct-27,Aug-24,64,Aug-15,73,9.333333333
Wet,2987,24,6,Oct-26,Aug-26,61,Aug-15,72,11.33333333
Wet,2990,10,16,Oct-25,Aug-25,61,Aug-15,71,10.66666667
Wet,2993,21,3,Oct-23,Aug-25,59,Aug-15,69,10
Wet,2996,16,13,Oct-24,Aug-24,61,Aug-15,70,9
Wet,2999,23,1,Oct-23,Aug-26,58,Aug-15,69,11
Wet,3002,20,5,Oct-23,Aug-27,57,Aug-15,69,12.33333333
Wet,3005,7,15,Oct-23,Aug-25,59,Aug-15,69,10.33333333
Wet,3008,26,5,Nov-1,Aug-25,68,Aug-15,78,10.66666667
Wet,3011,2,18,,Aug-24,May-6,Aug-15,May-15,9.666666667
Wet,3014,26,7,Oct-23,Aug-26,58,Aug-15,69,11
Wet,3017,26,15,Nov-1,Aug-25,68,Aug-15,78,10.33333333
Wet,3020,12,3,Nov-27,Aug-25,94,Aug-15,104,10.33333333
Wet,3023,10,11,Oct-24,Aug-25,60,Aug-15,70,10.33333333
Wet,3026,16,9,Oct-24,Aug-27,58,Aug-15,70,12.33333333
Wet,3029,3,16,Oct-22,Aug-26,57,Aug-15,68,11.33333333
Wet,3032,24,9,Oct-27,Aug-26,62,Aug-15,73,11.66666667
Wet,3035,11,6,Oct-24,Aug-28,57,Aug-15,70,13.33333333
Wet,3038,27,4,Nov-19,Aug-29,82,Aug-15,96,14.66666667
Wet,3041,8,16,Oct-29,Aug-31,59,Aug-15,75,16
Wet,3044,23,18,Dec-17,Aug-27,112,Aug-15,124,12.66666667
Wet,3047,8,2,Oct-28,Aug-28,61,Aug-15,74,13.66666667
Wet,3050,15,14,Dec-13,Aug-26,109,Aug-15,120,11
Wet,3053,10,10,Nov-5,Aug-27,70,Aug-15,82,12.66666667
Wet,3056,23,2,,Aug-28,May-2,Aug-15,May-15,13.66666667
Wet,3059,24,15,,#DIV/0!,#DIV/0!,Aug-15,May-15,#DIV/0!
Wet,3062,15,7,Oct-31,Aug-30,62,Aug-15,77,15
Wet,3065,25,8,Nov-14,Aug-30,76,Aug-15,91,15.66666667
Wet,3068,24,5,Oct-21,Aug-28,54,Aug-15,67,13
Wet,3071,11,5,Oct-24,Aug-30,55,Aug-15,70,15
Wet,3074,4,14,Nov-12,Sep-5,68,Aug-15,89,21.33333333
Wet,3077,18,4,Nov-4,Sep-4,61,Aug-15,81,20.66666667
Wet,3080,17,14,Nov-8,Aug-26,74,Aug-15,85,11.33333333
Wet,3083,3,4,,#DIV/0!,#DIV/0!,Aug-15,May-15,#DIV/0!
Wet,3086,10,15,,#DIV/0!,#DIV/0!,Aug-15,May-15,#DIV/0!
Wet,3089,15,1,,#DIV/0!,#DIV/0!,Aug-15,May-15,#DIV/0!
Wet,3092,6,3,,#DIV/0!,#DIV/0!,Aug-15,May-15,#DIV/0!
Wet,3095,13,10,,#DIV/0!,#DIV/0!,Aug-15,May-15,#DIV/0!
Wet,3098,6,8,,#DIV/0!,#DIV/0!,Aug-15,May-15,#DIV/0!
Wet,3101,19,8,Nov-12,Aug-28,76,Aug-15,89,13.33333333
Wet,3104,24,14,Oct-28,Aug-29,60,Aug-15,74,14.33333333
Wet,3107,9,17,Nov-4,Aug-30,66,Aug-15,81,15
Wet,3110,27,12,Oct-28,Aug-27,62,Aug-15,74,12.66666667
Wet,3113,18,8,Nov-17,Aug-28,81,Aug-15,94,13.5
Wet,3116,22,12,Oct-24,Aug-27,58,Aug-15,70,12
Wet,3119,5,10,Nov-6,Aug-28,70,Aug-15,83,13
Wet,3122,7,9,Nov-2,Aug-26,68,Aug-15,79,11.66666667
Wet,3125,15,13,Nov-19,Aug-30,81,Aug-15,96,15
Wet,3128,2,5,Nov-10,Aug-30,72,Aug-15,87,15.33333333
Wet,3131,1,1,,Aug-26,May-4,Aug-15,May-15,11
Wet,3134,17,10,Oct-24,Aug-28,57,Aug-15,70,13.66666667
Wet,3137,11,10,Nov-12,Sep-5,68,Aug-15,89,21.33333333
Wet,3140,27,7,Nov-5,Sep-1,65,Aug-15,82,17.66666667
Wet,3143,4,1,Oct-30,Aug-25,66,Aug-15,76,10.5
Wet,3146,9,15,Nov-1,Sep-6,56,Aug-15,78,22
Wet,3149,2,12,,#DIV/0!,#DIV/0!,Aug-15,May-15,#DIV/0!
Wet,3152,26,9,Nov-3,Aug-29,66,Aug-15,80,14
Wet,3155,15,4,,#DIV/0!,#DIV/0!,Aug-15,May-15,#DIV/0!
Wet,3158,4,13,Nov 18,Sep-4,75,Aug-15,95,20.33333333
Wet,3161,13,17,Nov-2,Aug-30,64,Aug-15,79,15.33333333
Wet,3164,5,6,,#DIV/0!,#DIV/0!,Aug-15,May-15,#DIV/0!
Wet,3167,24,1,,Aug-31,Apr-29,Aug-15,May-15,16
Wet,3170,20,12,Oct-27,Aug-27,61,Aug-15,73,12.33333333
Wet,3173,3,18,Nov-16,Aug-31,77,Aug-15,93,16.5
Wet,3176,17,3,Nov-6,Aug-27,71,Aug-15,83,12.66666667
Wet,3179,12,15,,Aug-30,Apr-30,Aug-15,May-15,15
Wet,3182,26,6,Nov-7,Aug-27,72,Aug-15,84,12.33333333
Wet,3185,26,12,Oct-26,Aug-29,58,Aug-15,72,14.5
Wet,3188,19,12,Nov-15,Aug-31,76,Aug-15,92,16.5
Wet,3191,5,16,Nov-2,Sep-6,57,Aug-15,79,22.66666667
Wet,3194,3,8,Nov-16,Sep-5,72,Aug-15,93,21
Wet,3197,26,13,Nov-16,Aug-31,77,Aug-15,93,16.66666667
Wet,3200,20,14,Nov-14,Sep-1,74,Aug-15,91,17
Wet,3203,20,10,Nov-1,Aug-30,63,Aug-15,78,15.5
Wet,3206,22,1,,#DIV/0!,#DIV/0!,Aug-15,May-15,#DIV/0!
Wet,3209,16,15,Nov-1,Aug-30,63,Aug-15,78,15
Wet,3212,5,7,,Sep-8,Apr-21,Aug-15,May-15,24
Wet,3215,21,13,Oct-27,Sep-2,55,Aug-15,73,18.33333333
Wet,3218,12,2,,Sep-10,Apr-19,Aug-15,May-15,26
Wet,3221,22,13,Nov-6,Sep-5,62,Aug-15,83,21.66666667
Wet,3224,6,13,,Sep-2,Apr-27,Aug-15,May-15,18.66666667
Wet,3227,16,11,,Aug-28,May-2,Aug-15,May-15,13.66666667
Wet,3230,15,17,Nov-14,Aug-28,78,Aug-15,91,13.33333333
Wet,3233,17,12,Nov-2,Aug-28,66,Aug-15,79,13.66666667
Wet,3236,11,3,,Aug-30,Apr-30,Aug-15,May-15,15.66666667
Wet,3239,19,11,Oct-31,Aug-27,65,Aug-15,77,12.33333333
Wet,3242,17,5,,Aug-30,Apr-30,Aug-15,May-15,15.33333333
Wet,3245,22,7,,Aug-27,May-3,Aug-15,May-15,12.66666667
Wet,3248,26,10,Nov-19,Aug-31,80,Aug-15,96,16.33333333
Wet,3251,24,13,,#DIV/0!,#DIV/0!,Aug-15,May-15,#DIV/0!
Wet,3254,19,17,Oct-30,Aug-29,62,Aug-15,76,14
Wet,3257,7,6,Nov-9,Aug-29,72,Aug-15,86,14.33333333
Wet,3260,23,13,,#DIV/0!,#DIV/0!,Aug-15,May-15,#DIV/0!
Wet,3263,11,7,Oct-24,Aug-25,60,Aug-15,70,10.5
Wet,3266,26,1,Oct-20,Aug-30,51,Aug-15,66,15.66666667
Wet,3269,1,13,Oct-31,Aug-26,66,Aug-15,77,11.33333333
Wet,3272,24,17,Oct-27,Aug-26,62,Aug-15,73,11.66666667
Wet,3275,21,16,Oct-28,Aug-28,61,Aug-15,74,13.33333333
Wet,3278,19,13,Oct-27,Aug-26,62,Aug-15,73,11
Wet,3281,8,7,Nov-17,Aug-28,81,Aug-15,94,13.33333333
Wet,3284,25,14,Oct-25,Aug-28,58,Aug-15,71,13.33333333
Wet,3287,3,5,Oct-31,Aug-29,63,Aug-15,77,14
Wet,3290,3,11,Nov-15,Sep-4,72,Aug-15,92,20
Wet,3293,2,1,Oct-26,Aug-29,58,Aug-15,72,14
Wet,3296,5,15,Nov-3,Aug-25,70,Aug-15,80,10
Wet,3299,14,16,Nov-26,Aug-28,90,Aug-15,103,13
Wet,3302,21,1,Oct-28,Aug-25,64,Aug-15,74,10.66666667
Wet,3305,1,18,,Aug-25,May-5,Aug-15,May-15,10.33333333
Wet,3308,22,14,Nov-28,Aug-25,95,Aug-15,105,10.33333333
Wet,3311,4,17,Nov-17,Aug-31,78,Aug-15,94,16
Wet,3314,10,17,Nov-2,Aug-26,68,Aug-15,79,11
Wet,3317,6,15,Oct-30,Aug-26,65,Aug-15,76,11
Wet,3320,9,12,Nov-1,Aug-26,67,Aug-15,78,11.33333333
Wet,3323,9,9,Nov-27,Aug-29,90,Aug-15,104,14.66666667
Wet,3326,27,3,Nov-14,Aug-26,80,Aug-15,91,11.66666667
Wet,3329,13,16,Oct-29,Aug-27,63,Aug-15,75,12.33333333
Wet,3332,15,2,,Sep-2,Apr-27,Aug-15,May-15,18.66666667
Wet,3335,21,6,Nov-23,Sep-3,81,Aug-15,100,19.5
Wet,3338,12,6,,#DIV/0!,#DIV/0!,Aug-15,May-15,#DIV/0!
Wet,3341,26,16,Oct-31,Aug-31,61,Aug-15,77,16
Wet,3344,25,3,Nov-7,Aug-30,69,Aug-15,84,15.5
Wet,3347,15,15,,#DIV/0!,#DIV/0!,Aug-15,May-15,#DIV/0!
Wet,3350,9,5,,Sep-2,Apr-27,Aug-15,May-15,18.66666667
Wet,3353,8,4,Oct-29,Aug-29,61,Aug-15,75,14.33333333
Wet,3356,3,1,Nov-2,Aug-30,64,Aug-15,79,15.66666667
Wet,3359,23,9,Oct-24,Aug-31,54,Aug-15,70,16.33333333
Wet,3362,1,9,Nov-13,Sep-1,73,Aug-15,90,17
Wet,3365,13,15,,#DIV/0!,#DIV/0!,Aug-15,May-15,#DIV/0!
Wet,3368,23,5,Nov-1,Aug-27,66,Aug-15,78,12
Wet,3371,19,4,Nov-3,Aug-27,68,Aug-15,80,12
Wet,3374,21,8,Oct-28,Aug-25,64,Aug-15,74,10.66666667
Wet,3377,6,1,Nov-23,Aug-27,88,Aug-15,100,12.33333333
Wet,3380,8,14,Nov-12,Aug-28,76,Aug-15,89,13.66666667
Wet,3383,17,6,Nov-16,Aug-28,80,Aug-15,93,13
Wet,3386,25,6,Dec-10,Aug-27,105,Aug-15,117,12.33333333
Wet,3389,8,8,,#DIV/0!,#DIV/0!,Aug-15,May-15,#DIV/0!
Wet,3392,18,16,Nov-26,Aug-29,89,Aug-15,103,14
Wet,3395,13,5,Nov-15,Aug-27,80,Aug-15,92,12.66666667
Wet,3398,21,17,Nov-26,Aug-24,94,Aug-15,103,9
Wet,3401,13,7,Dec-12,Sep-16,87,Aug-15,119,32.66666667
Wet,3404,23,17,Nov-26,Aug-26,92,Aug-15,103,11.33333333
Wet,3407,4,11,Nov-1,Aug-26,67,Aug-15,78,11.33333333
Wet,3410,18,14,Nov-6,Aug-27,71,Aug-15,83,12
Wet,3413,24,3,,Aug-28,May-2,Aug-15,May-15,13
Wet,3416,27,5,Oct-21,Aug-26,56,Aug-15,67,11.33333333
Wet,3419,10,3,,#DIV/0!,#DIV/0!,Aug-15,May-15,#DIV/0!
Wet,3422,10,8,Oct-27,Aug-26,62,Aug-15,73,11
Wet,3425,20,16,Nov-12,Aug-31,73,Aug-15,89,16.33333333
Wet,3428,17,16,Nov-18,Aug-28,82,Aug-15,95,13.66666667
Wet,3431,8,3,Nov-23,Sep-7,77,Aug-15,100,23
Wet,3434,21,18,Oct-28,Aug-26,63,Aug-15,74,11.66666667
Wet,3437,9,13,Nov-5,Sep-2,64,Aug-15,82,18.5